city,year,house_price
安顺,2023,11567
安顺,2024,11674
宜宾,2005,4319
宜宾,2006,4815
宜宾,2007,5650
宜宾,2008,5309
宜宾,2009,5850
宜宾,2010,6372
宜宾,2011,6825
宜宾,2012,6985
宜宾,2013,7921
宜宾,2014,7238
宜宾,2015,7100
宜宾,2016,8760
宜宾,2017,9765
宜宾,2018,10282
宜宾,2019,10638
宜宾,2020,11380
宜宾,2021,11781
宜宾,2022,11212
宜宾,2023,10701
宜宾,2024,10256
宜昌,2005,4153
宜昌,2006,5082
宜昌,2007,6642
宜昌,2008,6802
宜昌,2009,8079
宜昌,2010,8961
宜昌,2011,9961
宜昌,2012,10301
宜昌,2013,11944
宜昌,2014,11096
宜昌,2015,10527
宜昌,2016,12505
宜昌,2017,14578
宜昌,2018,14418
宜昌,2019,14879
宜昌,2020,15179
宜昌,2021,15879
宜昌,2022,14704
宜昌,2023,13822
宜昌,2024,13974
宜春,2005,3979
宜春,2006,4495
宜春,2007,5318
宜春,2008,5116
宜春,2009,6164
宜春,2010,6864
宜春,2011,7486
宜春,2012,8195
宜春,2013,9222
宜春,2014,8392
宜春,2015,8080
宜春,2016,9551
宜春,2017,10856
宜春,2018,11770
宜春,2019,12796
宜春,2020,12790
宜春,2021,12279
宜春,2022,10912
宜春,2023,10495
宜春,2024,10104
宝鸡,2005,4574
宝鸡,2006,5014
宝鸡,2007,6057
宝鸡,2008,5747
宝鸡,2009,7221
宝鸡,2010,8098
宝鸡,2011,8877
宝鸡,2012,9525
宝鸡,2013,10601
宝鸡,2014,9504
宝鸡,2015,9163
宝鸡,2016,11098
宝鸡,2017,13315
宝鸡,2018,13642
宝鸡,2019,13744
宝鸡,2020,14956
宝鸡,2021,15584
宝鸡,2022,14364
宝鸡,2023,13871
宝鸡,2024,13081
宣城,2005,5181
宣城,2006,5854
宣城,2007,7268
宣城,2008,7161
宣城,2009,8409
宣城,2010,10042
宣城,2011,10187
宣城,2012,10681
宣城,2013,13248
宣城,2014,13297
宣城,2015,13209
宣城,2016,16253
宣城,2017,17325
宣城,2018,18623
宣城,2019,19841
宣城,2020,18812
宣城,2021,17924
宣城,2022,15465
宣城,2023,14332
宣城,2024,13291
宿迁,2005,4873
宿迁,2006,5338
宿迁,2007,6487
宿迁,2008,5665
宿迁,2009,6763
宿迁,2010,8070
宿迁,2011,8964
宿迁,2012,8962
宿迁,2013,9984
宿迁,2014,8946
宿迁,2015,9268
宿迁,2016,12073
宿迁,2017,13461
宿迁,2018,14431
宿迁,2019,15369
宿迁,2020,15843
宿迁,2021,14463
宿迁,2022,12897
宿迁,2023,12006
宿迁,2024,11155
岳阳,2005,4610
岳阳,2006,5278
岳阳,2007,6472
岳阳,2008,5816
岳阳,2009,6711
岳阳,2010,7552
岳阳,2011,7727
岳阳,2012,7840
岳阳,2013,8553
岳阳,2014,7898
岳阳,2015,8053
岳阳,2016,9847
岳阳,2017,11614
岳阳,2018,11904
岳阳,2019,12394
岳阳,2020,12757
岳阳,2021,13829
岳阳,2022,14048
岳阳,2023,14263
岳阳,2024,14850
巴中,2005,5480
巴中,2006,6205
巴中,2007,7539
巴中,2008,6891
巴中,2009,7804
巴中,2010,8629
巴中,2011,8947
巴中,2012,8386
巴中,2013,8712
巴中,2014,7360
巴中,2015,6945
巴中,2016,8551
巴中,2017,10088
巴中,2018,10468
巴中,2019,11627
巴中,2020,12345
巴中,2021,13039
巴中,2022,12264
巴中,2023,12052
巴中,2024,12837
巴彦淖尔,2005,5372
巴彦淖尔,2006,5967
巴彦淖尔,2007,7327
巴彦淖尔,2008,7718
巴彦淖尔,2009,9913
巴彦淖尔,2010,11699
巴彦淖尔,2011,12906
巴彦淖尔,2012,13332
巴彦淖尔,2013,14471
巴彦淖尔,2014,13401
巴彦淖尔,2015,12683
巴彦淖尔,2016,15332
巴彦淖尔,2017,17033
巴彦淖尔,2018,16852
巴彦淖尔,2019,17440
巴彦淖尔,2020,17275
巴彦淖尔,2021,17902
巴彦淖尔,2022,16910
巴彦淖尔,2023,15120
巴彦淖尔,2024,14503
常州,2005,4323
常州,2006,4543
常州,2007,5332
常州,2008,4692
常州,2009,5249
常州,2010,6172
常州,2011,7128
常州,2012,7619
常州,2013,8885
常州,2014,7643
常州,2015,7998
常州,2016,10164
常州,2017,11284
常州,2018,11977
常州,2019,12708
常州,2020,13169
常州,2021,13859
常州,2022,12958
常州,2023,12063
常州,2024,11755
常德,2005,4413
常德,2006,5215
常德,2007,6592
常德,2008,6762
常德,2009,8342
常德,2010,10075
常德,2011,11713
常德,2012,12644
常德,2013,14066
常德,2014,13318
常德,2015,12944
常德,2016,14701
常德,2017,15978
常德,2018,16681
常德,2019,18086
常德,2020,20326
常德,2021,19473
常德,2022,16274
常德,2023,14247
常德,2024,13393
平凉,2005,6868
平凉,2006,7366
平凉,2007,9402
平凉,2008,9423
平凉,2009,11413
平凉,2010,13279
平凉,2011,14009
平凉,2012,14130
平凉,2013,15398
平凉,2014,13684
平凉,2015,12676
平凉,2016,14914
平凉,2017,16329
平凉,2018,17313
平凉,2019,19239
平凉,2020,19522
平凉,2021,18792
平凉,2022,16841
平凉,2023,15296
平凉,2024,14763
平顶山,2005,4151
平顶山,2006,4965
平顶山,2007,6538
平顶山,2008,6596
平顶山,2009,7932
平顶山,2010,8516
平顶山,2011,8577
平顶山,2012,9006
平顶山,2013,9656
平顶山,2014,9580
平顶山,2015,9601
平顶山,2016,12173
平顶山,2017,13702
平顶山,2018,14461
平顶山,2019,16310
平顶山,2020,16839
平顶山,2021,17386
平顶山,2022,17015
平顶山,2023,16526
平顶山,2024,14799
广安,2005,6161
广安,2006,7229
广安,2007,8782
广安,2008,8751
广安,2009,10413
广安,2010,11951
广安,2011,12069
广安,2012,12667
广安,2013,14130
广安,2014,13484
广安,2015,12715
广安,2016,13952
广安,2017,15082
广安,2018,15866
广安,2019,17132
广安,2020,18186
广安,2021,18877
广安,2022,17257
广安,2023,15863
广安,2024,14893
广州,2005,5500
广州,2006,6888
广州,2007,9308
广州,2008,9419
广州,2009,12325
广州,2010,16438
广州,2011,19325
广州,2012,21545
广州,2013,24364
广州,2014,24550
广州,2015,25159
广州,2016,32615
广州,2017,36302
广州,2018,39412
广州,2019,42913
广州,2020,43622
广州,2021,47193
广州,2022,43023
广州,2023,41228
广州,2024,39415
庆阳,2005,4618
庆阳,2006,4903
庆阳,2007,5811
庆阳,2008,5073
庆阳,2009,6175
庆阳,2010,7378
庆阳,2011,8359
庆阳,2012,9615
庆阳,2013,11884
庆阳,2014,11980
庆阳,2015,12388
庆阳,2016,15320
庆阳,2017,17104
庆阳,2018,18524
庆阳,2019,18729
庆阳,2020,18140
庆阳,2021,16586
庆阳,2022,13687
庆阳,2023,11297
庆阳,2024,9867
廊坊,2005,4435
廊坊,2006,4836
廊坊,2007,6076
廊坊,2008,5973
廊坊,2009,7325
廊坊,2010,8519
廊坊,2011,9114
廊坊,2012,8945
廊坊,2013,9827
廊坊,2014,9110
廊坊,2015,8556
廊坊,2016,10150
廊坊,2017,10628
廊坊,2018,11668
廊坊,2019,12789
廊坊,2020,13932
廊坊,2021,14212
廊坊,2022,13089
廊坊,2023,12296
廊坊,2024,11440
延安,2005,4493
延安,2006,5035
延安,2007,6466
延安,2008,5967
延安,2009,7280
延安,2010,8460
延安,2011,9401
延安,2012,9941
延安,2013,10389
延安,2014,9453
延安,2015,9093
延安,2016,11205
延安,2017,12193
延安,2018,13138
延安,2019,13518
延安,2020,14036
延安,2021,13187
延安,2022,12085
延安,2023,10753
延安,2024,10253
开封,2005,3677
开封,2006,4120
开封,2007,4911
开封,2008,4632
开封,2009,5548
开封,2010,6396
开封,2011,6941
开封,2012,6907
开封,2013,7826
开封,2014,7419
开封,2015,7792
开封,2016,9619
开封,2017,11141
开封,2018,12103
开封,2019,13422
开封,2020,14910
开封,2021,15629
开封,2022,14101
开封,2023,12802
开封,2024,11681
张家口,2005,5078
张家口,2006,5292
张家口,2007,6034
张家口,2008,5387
张家口,2009,6352
张家口,2010,7100
张家口,2011,7501
张家口,2012,7656
张家口,2013,8978
张家口,2014,7952
张家口,2015,7235
张家口,2016,8171
张家口,2017,9169
张家口,2018,9404
张家口,2019,9851
张家口,2020,10529
张家口,2021,10985
张家口,2022,10128
张家口,2023,9254
张家口,2024,9349
张掖,2005,5532
张掖,2006,6078
张掖,2007,7747
张掖,2008,7551
张掖,2009,8476
张掖,2010,9510
张掖,2011,10335
张掖,2012,10261
张掖,2013,10615
张掖,2014,9395
张掖,2015,8904
张掖,2016,10662
张掖,2017,12121
张掖,2018,12758
张掖,2019,12429
张掖,2020,11782
张掖,2021,11514
张掖,2022,11538
张掖,2023,11076
张掖,2024,11579
徐州,2005,3839
徐州,2006,4495
徐州,2007,5730
徐州,2008,5644
徐州,2009,6651
徐州,2010,7857
徐州,2011,8627
徐州,2012,8410
徐州,2013,9708
徐州,2014,9448
徐州,2015,9524
徐州,2016,11858
徐州,2017,13629
徐州,2018,13883
徐州,2019,16187
徐州,2020,18419
徐州,2021,19304
徐州,2022,17464
徐州,2023,16519
徐州,2024,15407
德宏,2005,7852
德宏,2006,8751
德宏,2007,10697
德宏,2008,10392
德宏,2009,11229
德宏,2010,12268
德宏,2011,12489
德宏,2012,12837
德宏,2013,14380
德宏,2014,13323
德宏,2015,12502
德宏,2016,14652
德宏,2017,16699
德宏,2018,17311
德宏,2019,17323
德宏,2020,17581
德宏,2021,18951
德宏,2022,18161
德宏,2023,17206
德宏,2024,16147
德州,2005,3734
德州,2006,4333
德州,2007,5351
德州,2008,4688
德州,2009,5104
德州,2010,5837
德州,2011,6304
德州,2012,6658
德州,2013,7899
德州,2014,7080
德州,2015,6977
德州,2016,8802
德州,2017,10439
德州,2018,11190
德州,2019,12741
德州,2020,13522
德州,2021,13734
德州,2022,12109
德州,2023,11282
德州,2024,10435
德阳,2005,4082
德阳,2006,4430
德阳,2007,5418
德阳,2008,4865
德阳,2009,5302
德阳,2010,5533
德阳,2011,5852
德阳,2012,6015
德阳,2013,6199
德阳,2014,5541
德阳,2015,5122
德阳,2016,5825
德阳,2017,6580
德阳,2018,7276
德阳,2019,8174
德阳,2020,9241
德阳,2021,10008
德阳,2022,9782
德阳,2023,9396
德阳,2024,9195
怀化,2005,4525
怀化,2006,4634
怀化,2007,5496
怀化,2008,4817
怀化,2009,5493
怀化,2010,5941
怀化,2011,6616
怀化,2012,6543
怀化,2013,6850
怀化,2014,6085
怀化,2015,5613
怀化,2016,6634
怀化,2017,7868
怀化,2018,8903
怀化,2019,10297
怀化,2020,11218
怀化,2021,11741
怀化,2022,11607
怀化,2023,11551
怀化,2024,10528
惠州,2005,3095
惠州,2006,3580
惠州,2007,4297
惠州,2008,4100
惠州,2009,4837
惠州,2010,5701
惠州,2011,6847
惠州,2012,7763
惠州,2013,9030
惠州,2014,8806
惠州,2015,8884
惠州,2016,10728
惠州,2017,12304
惠州,2018,12534
惠州,2019,13557
惠州,2020,14251
惠州,2021,15164
惠州,2022,14865
惠州,2023,14599
惠州,2024,14335
成都,2005,3000
成都,2006,3478
成都,2007,4596
成都,2008,4537
成都,2009,5752
成都,2010,7097
成都,2011,8869
成都,2012,9406
成都,2013,11417
成都,2014,10927
成都,2015,11472
成都,2016,15370
成都,2017,17228
成都,2018,17901
成都,2019,19660
成都,2020,21824
成都,2021,23466
成都,2022,22486
成都,2023,22570
成都,2024,24878
扬州,2005,3603
扬州,2006,4125
扬州,2007,4713
扬州,2008,4185
扬州,2009,4505
扬州,2010,4697
扬州,2011,5064
扬州,2012,4951
扬州,2013,5280
扬州,2014,4583
扬州,2015,4104
扬州,2016,4813
扬州,2017,5811
扬州,2018,6738
扬州,2019,8053
扬州,2020,8969
扬州,2021,9210
扬州,2022,8737
扬州,2023,8660
扬州,2024,8917
承德,2005,6494
承德,2006,7000
承德,2007,9056
承德,2008,8985
承德,2009,10376
承德,2010,11501
承德,2011,11944
承德,2012,12410
承德,2013,13947
承德,2014,12973
承德,2015,12867
承德,2016,15337
承德,2017,16441
承德,2018,16068
承德,2019,16211
承德,2020,16476
承德,2021,16692
承德,2022,15249
承德,2023,14494
承德,2024,13677
抚州,2005,3916
抚州,2006,4419
抚州,2007,5544
抚州,2008,5415
抚州,2009,6226
抚州,2010,6757
抚州,2011,7105
抚州,2012,7445
抚州,2013,8367
抚州,2014,7472
抚州,2015,7310
抚州,2016,8838
抚州,2017,9728
抚州,2018,9904
抚州,2019,10628
抚州,2020,10637
抚州,2021,11035
抚州,2022,10245
抚州,2023,9951
抚州,2024,9757
抚顺,2005,4989
抚顺,2006,5717
抚顺,2007,6552
抚顺,2008,5692
抚顺,2009,6450
抚顺,2010,7297
抚顺,2011,7956
抚顺,2012,8617
抚顺,2013,9748
抚顺,2014,9507
抚顺,2015,9417
抚顺,2016,11257
抚顺,2017,12915
抚顺,2018,13149
抚顺,2019,13784
抚顺,2020,13848
抚顺,2021,14047
抚顺,2022,12659
抚顺,2023,11468
抚顺,2024,9828
揭阳,2005,5279
揭阳,2006,5873
揭阳,2007,7114
揭阳,2008,6837
揭阳,2009,8223
揭阳,2010,9217
揭阳,2011,9515
揭阳,2012,8807
揭阳,2013,9498
揭阳,2014,7737
揭阳,2015,6814
揭阳,2016,8154
揭阳,2017,9784
揭阳,2018,10761
揭阳,2019,12580
揭阳,2020,14720
揭阳,2021,16132
揭阳,2022,15134
揭阳,2023,14584
揭阳,2024,13309
文山,2005,4685
文山,2006,5093
文山,2007,6477
文山,2008,5997
文山,2009,6685
文山,2010,6853
文山,2011,7109
文山,2012,7414
文山,2013,8710
文山,2014,7962
文山,2015,8141
文山,2016,10585
文山,2017,12157
文山,2018,12630
文山,2019,13655
文山,2020,13872
文山,2021,14241
文山,2022,12425
文山,2023,11121
文山,2024,11149
新乡,2005,5159
新乡,2006,5854
新乡,2007,7500
新乡,2008,6853
新乡,2009,8272
新乡,2010,9762
新乡,2011,10922
新乡,2012,10943
新乡,2013,11875
新乡,2014,10125
新乡,2015,9602
新乡,2016,11449
新乡,2017,13262
新乡,2018,13465
新乡,2019,13382
新乡,2020,13498
新乡,2021,13540
新乡,2022,12394
新乡,2023,11561
新乡,2024,11283
无锡,2005,3800
无锡,2006,4118
无锡,2007,5022
无锡,2008,4753
无锡,2009,5489
无锡,2010,6198
无锡,2011,6952
无锡,2012,7034
无锡,2013,7627
无锡,2014,7369
无锡,2015,7821
无锡,2016,10155
无锡,2017,11760
无锡,2018,12518
无锡,2019,14117
无锡,2020,15159
无锡,2021,15551
无锡,2022,13324
无锡,2023,11904
无锡,2024,11733
日照,2005,4637
日照,2006,5071
日照,2007,6104
日照,2008,5934
日照,2009,7120
日照,2010,8082
日照,2011,7938
日照,2012,6845
日照,2013,6410
日照,2014,5225
日照,2015,5113
日照,2016,6082
日照,2017,7188
日照,2018,7694
日照,2019,8578
日照,2020,9480
日照,2021,9677
日照,2022,8982
日照,2023,8613
日照,2024,8987
昆明,2005,2400
昆明,2006,2934
昆明,2007,3798
昆明,2008,3616
昆明,2009,4276
昆明,2010,4950
昆明,2011,5346
昆明,2012,5339
昆明,2013,6058
昆明,2014,5962
昆明,2015,5717
昆明,2016,7484
昆明,2017,9015
昆明,2018,9774
昆明,2019,10383
昆明,2020,10766
昆明,2021,11276
昆明,2022,10653
昆明,2023,10508
昆明,2024,11313
晋中,2005,5475
晋中,2006,7153
晋中,2007,9831
晋中,2008,8849
晋中,2009,10283
晋中,2010,10848
晋中,2011,11251
晋中,2012,12366
晋中,2013,13310
晋中,2014,11935
晋中,2015,11806
晋中,2016,13336
晋中,2017,13709
晋中,2018,13395
晋中,2019,14046
晋中,2020,15058
晋中,2021,15223
晋中,2022,13873
晋中,2023,12886
晋中,2024,12750
晋城,2005,5198
晋城,2006,5664
晋城,2007,6507
晋城,2008,6103
晋城,2009,7271
晋城,2010,8326
晋城,2011,9452
晋城,2012,10308
晋城,2013,11316
晋城,2014,9988
晋城,2015,9854
晋城,2016,11511
晋城,2017,13335
晋城,2018,13781
晋城,2019,13634
晋城,2020,14393
晋城,2021,14590
晋城,2022,13768
晋城,2023,12265
晋城,2024,11802
普洱,2005,6153
普洱,2006,6681
普洱,2007,8122
普洱,2008,7667
普洱,2009,9341
普洱,2010,11239
普洱,2011,12071
普洱,2012,11924
普洱,2013,12071
普洱,2014,10411
普洱,2015,10061
普洱,2016,11639
普洱,2017,12539
普洱,2018,13330
普洱,2019,13492
普洱,2020,14183
普洱,2021,15184
普洱,2022,15234
普洱,2023,14796
普洱,2024,14262
景德镇,2005,7649
景德镇,2006,8484
景德镇,2007,10429
景德镇,2008,9927
景德镇,2009,12051
景德镇,2010,14108
景德镇,2011,15050
景德镇,2012,15940
景德镇,2013,16811
景德镇,2014,14787
景德镇,2015,14570
景德镇,2016,17228
景德镇,2017,19111
景德镇,2018,20023
景德镇,2019,20060
景德镇,2020,19284
景德镇,2021,17961
景德镇,2022,15742
景德镇,2023,14426
景德镇,2024,13258
曲靖,2005,4692
曲靖,2006,5298
曲靖,2007,6467
曲靖,2008,5879
曲靖,2009,6719
曲靖,2010,6984
曲靖,2011,7351
曲靖,2012,7513
曲靖,2013,7666
曲靖,2014,6778
曲靖,2015,6654
曲靖,2016,7950
曲靖,2017,8991
曲靖,2018,9129
曲靖,2019,10187
曲靖,2020,10553
曲靖,2021,11492
曲靖,2022,11116
曲靖,2023,11510
曲靖,2024,11578
本溪,2005,4685
本溪,2006,4878
本溪,2007,5747
本溪,2008,5205
本溪,2009,6588
本溪,2010,7489
本溪,2011,7543
本溪,2012,7477
本溪,2013,7542
本溪,2014,6466
本溪,2015,6357
本溪,2016,7848
本溪,2017,9233
本溪,2018,10038
本溪,2019,10914
本溪,2020,11502
本溪,2021,12532
本溪,2022,12493
本溪,2023,11989
本溪,2024,11581
杭州,2005,5000
杭州,2006,5759
杭州,2007,7158
杭州,2008,7224
杭州,2009,9926
杭州,2010,12253
杭州,2011,14453
杭州,2012,15858
杭州,2013,18607
杭州,2014,17723
杭州,2015,18249
杭州,2016,22397
杭州,2017,26791
杭州,2018,29040
杭州,2019,32881
杭州,2020,37307
杭州,2021,40451
杭州,2022,39982
杭州,2023,37885
杭州,2024,36331
松原,2005,4142
松原,2006,4927
松原,2007,6247
松原,2008,6193
松原,2009,6863
松原,2010,7574
松原,2011,8025
松原,2012,7753
松原,2013,7899
松原,2014,6930
松原,2015,6138
松原,2016,7184
松原,2017,8124
松原,2018,8144
松原,2019,8868
松原,2020,9281
松原,2021,9918
松原,2022,9715
松原,2023,9160
松原,2024,9179
柳州,2005,4480
柳州,2006,5405
柳州,2007,7482
柳州,2008,7748
柳州,2009,9605
柳州,2010,11081
柳州,2011,11776
柳州,2012,12281
柳州,2013,13394
柳州,2014,12488
柳州,2015,12497
柳州,2016,14509
柳州,2017,16153
柳州,2018,18207
柳州,2019,18950
柳州,2020,18677
柳州,2021,18528
柳州,2022,16569
柳州,2023,15115
柳州,2024,14060
株洲,2005,4471
株洲,2006,4807
株洲,2007,5586
株洲,2008,5373
株洲,2009,6256
株洲,2010,6404
株洲,2011,6746
株洲,2012,6535
株洲,2013,7351
株洲,2014,6947
株洲,2015,6772
株洲,2016,8409
株洲,2017,10252
株洲,2018,11394
株洲,2019,12622
株洲,2020,12977
株洲,2021,12815
株洲,2022,11873
株洲,2023,11110
株洲,2024,10476
桂林,2005,5089
桂林,2006,5930
桂林,2007,7497
桂林,2008,6942
桂林,2009,7967
桂林,2010,8425
桂林,2011,8998
桂林,2012,9162
桂林,2013,10060
桂林,2014,9344
桂林,2015,9607
桂林,2016,11513
桂林,2017,12841
桂林,2018,13650
桂林,2019,14482
桂林,2020,15513
桂林,2021,15228
桂林,2022,15032
桂林,2023,15145
桂林,2024,15273
梅州,2005,4365
梅州,2006,4874
梅州,2007,5796
梅州,2008,5839
梅州,2009,7488
梅州,2010,8818
梅州,2011,9430
梅州,2012,9713
梅州,2013,10945
梅州,2014,10560
梅州,2015,10298
梅州,2016,13370
梅州,2017,15571
梅州,2018,16797
梅州,2019,17842
梅州,2020,17702
梅州,2021,18251
梅州,2022,16709
梅州,2023,15250
梅州,2024,15108
梧州,2005,4908
梧州,2006,6228
梧州,2007,7871
梧州,2008,7444
梧州,2009,8410
梧州,2010,8745
梧州,2011,9817
梧州,2012,9681
梧州,2013,9648
梧州,2014,9033
梧州,2015,9230
梧州,2016,11526
梧州,2017,13720
梧州,2018,14584
梧州,2019,14816
梧州,2020,15423
梧州,2021,14988
梧州,2022,13554
梧州,2023,12366
梧州,2024,11000
榆林,2005,5369
榆林,2006,6200
榆林,2007,7530
榆林,2008,6619
榆林,2009,7216
榆林,2010,7749
榆林,2011,7875
榆林,2012,7690
榆林,2013,8472
榆林,2014,7668
榆林,2015,7247
榆林,2016,8824
榆林,2017,10230
榆林,2018,10928
榆林,2019,12403
榆林,2020,12556
榆林,2021,13223
榆林,2022,12310
榆林,2023,11994
榆林,2024,12365
武威,2005,5502
武威,2006,6424
武威,2007,8125
武威,2008,7267
武威,2009,8633
武威,2010,9890
武威,2011,10358
武威,2012,10806
武威,2013,12073
武威,2014,11191
武威,2015,10828
武威,2016,12506
武威,2017,13918
武威,2018,14146
武威,2019,14945
武威,2020,14696
武威,2021,14437
武威,2022,13354
武威,2023,12022
武威,2024,10632
武汉,2005,3200
武汉,2006,4102
武汉,2007,5414
武汉,2008,5651
武汉,2009,6150
武汉,2010,6761
武汉,2011,7691
武汉,2012,8173
武汉,2013,10610
武汉,2014,11191
武汉,2015,12033
武汉,2016,14719
武汉,2017,18017
武汉,2018,19232
武汉,2019,21336
武汉,2020,24570
武汉,2021,27219
武汉,2022,28625
武汉,2023,29691
武汉,2024,31028
毕节,2005,4289
毕节,2006,4830
毕节,2007,5938
毕节,2008,5871
毕节,2009,6995
毕节,2010,7726
毕节,2011,7845
毕节,2012,7723
毕节,2013,7845
毕节,2014,7436
毕节,2015,7269
毕节,2016,8878
毕节,2017,9870
毕节,2018,11414
毕节,2019,13440
毕节,2020,15115
毕节,2021,16362
毕节,2022,15303
毕节,2023,14593
毕节,2024,13983
永州,2005,3971
永州,2006,4868
永州,2007,5758
永州,2008,5514
永州,2009,6519
永州,2010,7130
永州,2011,8050
永州,2012,8893
永州,2013,10850
永州,2014,10440
永州,2015,10826
永州,2016,13661
永州,2017,15245
永州,2018,16006
永州,2019,16817
永州,2020,16754
永州,2021,16987
永州,2022,15653
永州,2023,14322
永州,2024,13532
汉中,2005,4589
汉中,2006,4942
汉中,2007,5534
汉中,2008,5145
汉中,2009,6355
汉中,2010,7331
汉中,2011,8627
汉中,2012,9446
汉中,2013,10312
汉中,2014,9406
汉中,2015,8848
汉中,2016,10738
汉中,2017,12473
汉中,2018,14235
汉中,2019,16118
汉中,2020,17856
汉中,2021,18211
汉中,2022,16339
汉中,2023,14397
汉中,2024,12714
汕头,2005,3945
汕头,2006,4495
汕头,2007,5794
汕头,2008,5569
汕头,2009,6577
汕头,2010,7605
汕头,2011,8556
汕头,2012,9316
汕头,2013,10512
汕头,2014,9332
汕头,2015,8917
汕头,2016,10409
汕头,2017,12155
汕头,2018,13264
汕头,2019,14602
汕头,2020,15501
汕头,2021,16844
汕头,2022,15377
汕头,2023,14941
汕头,2024,14679
江门,2005,4251
江门,2006,4925
江门,2007,6026
江门,2008,5834
江门,2009,6972
江门,2010,7605
江门,2011,8130
江门,2012,7694
江门,2013,8300
江门,2014,6684
江门,2015,5630
江门,2016,6684
江门,2017,7705
江门,2018,8631
江门,2019,9647
江门,2020,10755
江门,2021,11590
江门,2022,11740
江门,2023,11233
江门,2024,10490
池州,2005,6310
池州,2006,7191
池州,2007,9705
池州,2008,9623
池州,2009,12171
池州,2010,14225
池州,2011,15231
池州,2012,14659
池州,2013,15126
池州,2014,13557
池州,2015,12754
池州,2016,14977
池州,2017,16488
池州,2018,18439
池州,2019,20234
池州,2020,19544
池州,2021,18150
池州,2022,16761
池州,2023,14454
池州,2024,12703
沈阳,2005,2800
沈阳,2006,3087
沈阳,2007,3853
沈阳,2008,3846
沈阳,2009,4628
沈阳,2010,5689
沈阳,2011,6814
沈阳,2012,7857
沈阳,2013,8914
沈阳,2014,8617
沈阳,2015,8482
沈阳,2016,10185
沈阳,2017,11425
沈阳,2018,12508
沈阳,2019,14217
沈阳,2020,15285
沈阳,2021,15770
沈阳,2022,14202
沈阳,2023,12492
沈阳,2024,11579
沧州,2005,3949
沧州,2006,4586
沧州,2007,5728
沧州,2008,5680
沧州,2009,7208
沧州,2010,8389
沧州,2011,8910
沧州,2012,9276
沧州,2013,10658
沧州,2014,10136
沧州,2015,10619
沧州,2016,13479
沧州,2017,16506
沧州,2018,18590
沧州,2019,19315
沧州,2020,19517
沧州,2021,19037
沧州,2022,17830
沧州,2023,15643
沧州,2024,14053
河池,2005,5392
河池,2006,5990
河池,2007,7460
河池,2008,7289
河池,2009,8529
河池,2010,10239
河池,2011,11334
河池,2012,11260
河池,2013,11986
河池,2014,10748
河池,2015,10196
河池,2016,12134
河池,2017,12898
河池,2018,13731
河池,2019,14057
河池,2020,14717
河池,2021,15494
河池,2022,13296
河池,2023,11995
河池,2024,11105
河源,2005,4656
河源,2006,5370
河源,2007,6810
河源,2008,7068
河源,2009,8933
河源,2010,10816
河源,2011,12230
河源,2012,12779
河源,2013,13802
河源,2014,12342
河源,2015,11811
河源,2016,14274
河源,2017,14949
河源,2018,15736
河源,2019,15307
河源,2020,16242
河源,2021,16288
河源,2022,14329
河源,2023,13110
河源,2024,10957
泉州,2005,3762
泉州,2006,4143
泉州,2007,5015
泉州,2008,4462
泉州,2009,5738
泉州,2010,6361
泉州,2011,6966
泉州,2012,7107
泉州,2013,7874
泉州,2014,7444
泉州,2015,6899
泉州,2016,9153
泉州,2017,11444
泉州,2018,12250
泉州,2019,12757
泉州,2020,13644
泉州,2021,12994
泉州,2022,11596
泉州,2023,10714
泉州,2024,10187
泰安,2005,3663
泰安,2006,4179
泰安,2007,5034
泰安,2008,4594
泰安,2009,5386
泰安,2010,6197
泰安,2011,6888
泰安,2012,7581
泰安,2013,8955
泰安,2014,8658
泰安,2015,8345
泰安,2016,9487
泰安,2017,9074
泰安,2018,9199
泰安,2019,9851
泰安,2020,10563
泰安,2021,11448
泰安,2022,10982
泰安,2023,10345
泰安,2024,10373
泸州,2005,4854
泸州,2006,5330
泸州,2007,6300
泸州,2008,5799
泸州,2009,6515
泸州,2010,7135
泸州,2011,6847
泸州,2012,6687
泸州,2013,6985
泸州,2014,6641
泸州,2015,6699
泸州,2016,9076
泸州,2017,10576
泸州,2018,12241
泸州,2019,14188
泸州,2020,14936
泸州,2021,15160
泸州,2022,14220
泸州,2023,13525
泸州,2024,12692
洛阳,2005,3971
洛阳,2006,4769
洛阳,2007,6629
洛阳,2008,6376
洛阳,2009,7756
洛阳,2010,9450
洛阳,2011,10537
洛阳,2012,11430
洛阳,2013,12468
洛阳,2014,11173
洛阳,2015,11113
洛阳,2016,12665
洛阳,2017,13560
洛阳,2018,14414
洛阳,2019,16098
洛阳,2020,17493
洛阳,2021,18525
洛阳,2022,16752
洛阳,2023,16019
洛阳,2024,14748
济南,2005,2500
济南,2006,3146
济南,2007,4279
济南,2008,4270
济南,2009,5344
济南,2010,5721
济南,2011,6187
济南,2012,6440
济南,2013,6661
济南,2014,6163
济南,2015,6253
济南,2016,7524
济南,2017,8630
济南,2018,9463
济南,2019,10634
济南,2020,11839
济南,2021,12135
济南,2022,10933
济南,2023,9893
济南,2024,8763
济宁,2005,3814
济宁,2006,4352
济宁,2007,5525
济宁,2008,5277
济宁,2009,6239
济宁,2010,7088
济宁,2011,7474
济宁,2012,8065
济宁,2013,8689
济宁,2014,7385
济宁,2015,6565
济宁,2016,7774
济宁,2017,9155
济宁,2018,10227
济宁,2019,11943
